CLSID,ClassName
{0af10cec-2ecd-4b92-9581-34f6ae0637f3},CLSID PortableDeviceManager Class
{0af96ede-aebf-41ed-a1c8-cf7a685505b6},CLSID Library Folder Context Menu
{0AFACED1-E828-11D1-9187-B532F1E9575D},CLSID Folder Shortcut
{0B124F8F-91F0-11D1-B8B5-006008059382},CLSID Installed Apps Enumerator
{0B1433AF-760C-3BA6-883E-A2C6584387A4},CLSID Microsoft.SqlServer.Management.Smo.UserDefinedMessage
{0b2c9183-c9fa-4c53-ae21-c900b0c39965},CLSID CLSID_PathCompleteProvider
{0b2feecb-1577-4fa6-9a29-bd9022ebcf90},CLSID CPPTPDiagHelper Object
{0B3F871D-38D9-4677-8853-A247C6366483},CLSID RecoveryTaskDispatchServer Class
{0B3FFB92-0919-4934-9D5B-619C719D0202},CLSID Broadcast Event Service
{0B5A7836-4C16-4560-90B2-0F5DAF6D6D1B},CLSID FormHost Class
{0b6d74fe-ad29-4c92-ac06-f06bc2f238a7},CLSID Microsoft Feeds Request
{0B7EBB98-B30B-4A5C-A27C-E39D488221D0},CLSID AddObjectRequest Class
{0B815464-6A50-3507-9677-0550C3798E14},CLSID Microsoft.SqlServer.Replication.SubscriptionSyncType
{0b91a74b-ad7c-4a9d-b563-29eef9167172},CLSID WpdSerializer Class
{0BE35200-8F91-11CE-9DE3-00AA004BB851},CLSID Font Property Page
{0BE35201-8F91-11CE-9DE3-00AA004BB851},CLSID Color Property Page
{0BE35202-8F91-11CE-9DE3-00AA004BB851},CLSID Picture Property Page
{0BE35203-8F91-11CE-9DE3-00AA004BB851},CLSID Standard Font
{0BE35204-8F91-11CE-9DE3-00AA004BB851},CLSID Standard Picture
{0bf754aa-c967-445c-ab3d-d8fda9bae7ef},CLSID SlideshowContextMenu
{0BF9367B-6BFC-3E41-839A-37311C87FE60},CLSID Microsoft.SqlServer.Management.Smo.Credential
{0BFCC060-8C1D-11D0-ACCD-00AA0060275C},CLSID DebugHelper Class
{0BFCF7B7-E7B6-433a-B205-2904FCF040DD},CLSID New Shortcut Wizard Modal
{0BFFF8F1-34F2-4408-8218-29E5D6E66014},CLSID Microsoft.AnalysisServices.Measure
{0c075ae9-42ac-4bef-87a1-85c1bfed9f1f},CLSID Primary Interop Assembly Wrapper Tool (9.0)
{0c15d503-d017-47ce-9016-7b3f978721cc},CLSID PortableDeviceValues Class
{0C1F87AE-AE62-11D3-911C-00105A17B608},CLSID DartStream Class
{0C209677-473C-3972-BE36-56B7559E5C9E},CLSID Microsoft.SqlServer.Replication.ConnectionSecurityContext
{0C3B05FB-3498-40C3-9C03-4B22D735550C},CLSID RasDlg LUA
{0C5672F9-3EDC-4b24-95B5-A6C54C0B79AD},CLSID Rational Class
{0C644DF4-157B-41BC-9C03-CCACB566AD21},CLSID ReportObject Class
{0C7EFBDE-0303-4c6f-A4F7-31FA2BE5E397},CLSID AlphaImageLoader
{0C7FE37A-B2A7-4793-87CC-2C81F373C0AD},CLSID Group Class
{0C7FF16C-38E3-11d0-97AB-00C04FC2AD98},CLSID SQLOLEDB
{0c9ac398-8c78-4b4b-b8c6-675ed1b734a1},CLSID IP Route Helper Class
{0CA545C6-37AD-4A6C-BF92-9F7610067EF5},CLSID HNetCfg.FwOpenPort
{0cbb5030-f2b2-4b38-8cbc-895cec57db03},CLSID Create 802.11 Ad hoc Task Class
{0cbb5031-f2b2-4b38-8cbc-895cec57db03},CLSID Adhoc Create Adapter Selection Page Class
{0cbb5032-f2b2-4b38-8cbc-895cec57db03},CLSID Adhoc Create Setup Page Class
{0cbb5034-f2b2-4b38-8cbc-895cec57db03},CLSID Adhoc Create Status Page Class
{0cbb5035-f2b2-4b38-8cbc-895cec57db03},CLSID Adhoc Create Finish Page Class
{0cbb5036-f2b2-4b38-8cbc-895cec57db03},CLSID Adhoc Ics Option Page Class
{0cbb5037-f2b2-4b38-8cbc-895cec57db03},CLSID Adhoc Ics Status Page Class
{0cbb5038-f2b2-4b38-8cbc-895cec57db03},CLSID Adhoc Error Report Page Class
{0cbb503a-f2b2-4b38-8cbc-895cec57db03},CLSID Adhoc Ics Finish Page Class
{0CCFD0D9-36A6-46E7-982D-9E9DB4647BBA},CLSID PaneLocator Class
{0CCFF91D-AE2D-43E2-84BB-D24A4248F1FA},CLSID FontDesc Class
{0CD7A5C0-9F37-11CE-AE65-08002B2E1262},CLSID Cabinet Shell Folder
{0cdb500e-123f-4e98-b446-0f3eae3c7ebc},CLSID NetBt Helper Class
{0cdcb228-4918-4c09-b6df-e07c7d7455f4},CLSID Microsoft SQL Server Replication WebSync ISAPI Version 9.0
{0ce3e86f-d5cd-4525-a766-1abab1a752f5},CLSID SideShowNotification Class
{0CF32AA1-7571-11D0-93C4-00AA00A3DDEA},CLSID System Monitor Source Properties
{0CF774D0-F077-11D1-B1BC-00C04F86C324},CLSID HTML Host Encode Object
{0CF774D1-F077-11D1-B1BC-00C04F86C324},CLSID ASP Host Encode Object
{0CFDD070-581A-11D2-9EE6-006008039E37},CLSID Generate Black Video
{0D0D66EB-CF74-4164-B52F-08344672DD46},CLSID UPnP Service Provider Class
{0D0E47ED-7220-411f-8F81-1118095DA5E7},CLSID Publication Services Change Data
{0D17A350-6585-4f3d-B008-6827EBDE5D85},CLSID Microsoft.Vsa.Vb.CodeDOM.Location
{0D23F8B4-F2A6-3EFF-9D37-BDF79AC6B440},CLSID System.Reflection.TargetException
{0D2D57D6-A837-3581-ADA5-48F4886CD771},CLSID Microsoft.SqlServer.Management.Nmo.SubscriptionScheduledRule
{0D41EBA2-17EA-4B0D-9172-DBD2AE0CC97A},CLSID SrDrvWuHelper Class
{0D43FE01-F093-11CF-8940-00A0C9054228},CLSID FileSystem Object
{0D4A91AB-2ED8-3772-BBCD-53431FF1D213},CLSID Microsoft.SqlServer.Replication.FilterTypes
{0D52ABE3-3C93-3D94-A744-AC44850BACCD},CLSID System.Collections.Generic.KeyNotFoundException
{0D6417E3-866C-4959-9816-4BF5B85CDAD7},CLSID MsasrUI Class
{0D722F1A-9FCF-4E62-96D8-6DF8F01A26AA},CLSID SpShortcut Class
{0D75C17B-186C-3B8B-8472-16F780F1FDFE},CLSID Microsoft.SqlServer.Management.Smo.UserDefinedDataType
{0d81ea0d-13bf-44b2-af1c-fcdf6be7927c},CLSID Microsoft DocProp Custom Draw Progress Control
{0da7bfdf-c0a0-44eb-be82-b7a82c4721de},CLSID ARP CBS Uninstaller Proxy
{0DAD2FDD-5FD7-11D3-8F50-00C04F7971E2},CLSID Microsoft ATSC Network Provider
{0DBF789B-1C84-4a72-98BE-AC64BC8EF9B9},CLSID Microsoft.VisualStudio.Tools.Applications.DesignTime.ExternalDebugHelper
{0DED49D5-A8B7-4D5D-97A1-12B0C195874D},CLSID IBDA_PinControl
{0DF44EAA-FF21-4412-828E-260A8728E7F1},CLSID Taskbar and Start Menu
{0E2988ED-1DCB-44D0-B9E0-C3AE1D25BE8A},CLSID WlanDlg Suppress Autoplay Class
{0E3BE0D7-030E-4CA3-A911-D86E24AE0A3C},CLSID TCImeComponentMgr
{0E4EFFC0-2387-11D3-B372-00105A98B7CE},CLSID Microsoft.JScript.JSAuthor
{0E59F1D5-1FBE-11D0-8FF2-00A0D10038BC},CLSID ScriptControl Object
{0E5AAE11-A475-4c5b-AB00-C66DE400274E},CLSID Shell File System Folder
{0E5CBF21-D15F-11D0-8301-00AA005B4383},CLSID &Links
{0E6DCDDA-C768-344C-9A2E-19FAD2BC8F95},CLSID Microsoft.SqlServer.Replication.AgentProfileParameter
{0E71F9BD-C109-3352-BD60-14F96D56B6F3},CLSID System.Runtime.Remoting.Metadata.W3cXsd2001.SoapNormalizedString
{0E752416-F29E-4195-A9DD-7F0D4D5A9D71},CLSID Windows Firewall with Advanced Security
{0E7C181C-16C8-308F-9661-13B6A21BFD8A},CLSID Microsoft.SqlServer.Management.Smo.EventType
{0E890F83-5F79-11D1-9043-00C04FD9189D},CLSID DXSurface
{0EAE5F66-0D1C-3AF3-97B8-89654DA66487},CLSID RedGate.Profiler.Engine.Project
{0EBF0334-04A4-4c23-B105-88C81E7D0214},CLSID AlternateSyncPartner Class 9.0
{0EDD4E11-1120-3D0E-BEE2-22EE4F447AFD},CLSID Microsoft.AnalysisServices.ConnectionException
{0EEA25CC-4362-4a12-850B-86EE61B0D3EB},CLSID Microsoft DocProp Inplace Droplist Combo Control
{0F021CF0-5793-11D6-A9BE-0001023E685F},CLSID Quantify Document
{0f3ed1f2-afdd-4b0c-b6d9-229c1bc58a08},CLSID IP Path Helper Class
{0F3F9F91-C838-415E-A4F3-3E828CA445E0},CLSID FaxDocument Class
{0F483045-46CE-4E4F-82F4-2184B051D7B6},CLSID Microsoft.AnalysisServices.DiscretizationMethod
{0F60DFCF-F660-3653-8A5B-1B8E4DF48A72},CLSID RedGate.Profiler.Engine.COMPlusApplicationDefinition
{0f87369f-a4e5-4cfc-bd3e-73e6154572dd},CLSID TaskScheduler class
{0F92030A-CBFD-4AB8-A164-FF5985547FF6},CLSID SpTextSelectionInformation Class
{0FB15084-AF41-11CE-BD2B-204C4F4F5020},CLSID PSFactoryBuffer
{0fb40f0d-1021-4022-8da0-aab0588dfc8b},CLSID UPnPAutomationProxy
{0FC988D4-C935-4b97-A973-46282EA175C8},CLSID PSFactoryBuffer
{0FDE5092-AA2A-11D1-A7D4-0000F87571E3},CLSID Group Policy About Information
{0FF66430-C796-3EE7-902B-166C402CA288},CLSID System.MemberAccessException
{10020100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Application
{10020200-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Server
{100202C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Server
{10020300-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Database
{100203C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Database
{10020400-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Table
{100204C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Table
{10020500-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Column
{100205C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Column
{10020700-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO View
{100207C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO View
{10020800-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO UserDefinedDatatype
{100208C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO UserDefinedDatatype
{10020900-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Default
{100209C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Default
{10020A00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Rule
{10020AC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Rule
{10020B00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO User
{10020BC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO User
{10020C00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Group
{10020D00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO StoredProcedure
{10020DC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO StoredProcedure
{10020E00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Index
{10020EC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Index
{10020F00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DRI Key
{10021000-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Trigger
{100210C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Trigger
{10021100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO BackupDevice
{10021300-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Login
{100213C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Login
{10021400-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Language
{10021500-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO RemoteServer
{100215C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO RemoteServer
{10021600-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO RemoteLogin
{10021700-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DRI Check
{10021800-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Server Group
{10021900-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Registered Server
{10021C00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO BulkCopy
{10021CC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO BulkCopy
{10021E00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DB Transfer
{10021EC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DB Transfer
{10021F00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DB Backup
{10021FC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DB Backup
{10022C00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO File Group
{10022CC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO File Group
{10022D00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DB File
{10022E00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Log File
{10022EC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Log File
{10022F00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Server Role
{10023100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Database Role
{100231C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Database Role
{10023200-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DB Restore
{100232C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DB Restore
{10023300-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO LinkedServer
{100233C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO LinkedServer
{10023400-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO LinkedServerLogin
{10023500-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO FullText Catalog
{100235C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO FullText Catalog
{10023700-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO UserDefinedFunction
{10030100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TransPublication
{100301C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TransPublication
{10030200-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TransArticle
{100302C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TransArticle
{10030300-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TransSubscription
{100303C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TransSubscription
{10030400-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergePublication
{100304C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergePublication
{10030500-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergeArticle
{100305C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergeArticle
{10030600-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergeSubscription
{100306C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergeSubscription
{10030700-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionPublisher
{100307C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionPublisher
{10030900-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO RegisteredSubscriber
{10030B00-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TransPullSubscription
{10030BC1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TransPullSubscription
{10031000-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Replication
{100310C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Replication
{10031100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergePullSubscription
{100311C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergePullSubscription
{10031200-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO ReplicationSecurity
{10031300-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionDatabase
{100313C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionDatabase
{10032100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionPublication
{100321C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionPublication
{10033100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionArticle
{100331C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionArticle
{10034100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionSubscription
{100341C1-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO DistributionSubscription
{10035100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergeSubsetFilter
{10036100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO MergeDynamicSnapshotJob
{10040200-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Operator
{10040600-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Alert
{10040800-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Job
{10040900-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO JobStep
{10041000-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TargetServer
{10041100-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO TargetServerGroup
{10041500-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO Category
{10041600-E260-11CF-AE68-00AA004A34D5},CLSID SQLDMO JobSchedule
{10072CEC-8CC1-11D1-986E-00A0C955B42E},CLSID PeerDraw Class
{100D062D-4823-4C3E-BE65-4DA9B82A874B},CLSID Microsoft.SqlServer.Setup.SetupBootstrapWizard
{101193C0-0BFE-11D0-AF91-00AA00B67A42},CLSID Display
{101A8FB9-F1B9-11d1-9A56-00C04FA309D4},CLSID CLSID_MessageStore
{104846ab-42b1-4e38-a80d-136f78c3f258},CLSID Browser Progress Aggregator
{1079AA2E-7BD8-3FDB-8CB3-A823F31D80BB},CLSID Microsoft.SqlServer.Management.Smo.DatabasePermissionSet
{108296C1-281E-11D3-BD22-0000F80849BD},CLSID Pdb based CorSymWriter
{1090CD1C-DC76-37FA-AF9D-F63BCDECAEDF},CLSID Microsoft.Office.Interop.Access.AcPrintColor
{10BCEB99-FAAC-4080-B2FA-D07CD671EEF2},CLSID IE Recovery Store
{10E2414A-EC59-49D2-BC51-5ADD2C36FEBC},CLSID PSFactoryBuffer
{10ECFF1B-DA1D-3597-B677-225A4AF64FFC},CLSID Microsoft.SqlServer.Replication.MergeSessionPhase
{10FEF81C-0DAA-4af0-B714-1F1689C08C8C},CLSID DXVA Allocator
{11016101-E366-4D22-BC06-4ADA335C892B},CLSID IE History and Feeds Shell Data Source for Windows Search
{1108BE51-F58A-4CDA-BB99-7A0227D11D5E},CLSID Microsoft WBEM _IWmiCallSec Call Security Factory
{11103421-354C-4CCA-A7A3-1AFF9A5B6701},CLSID MP3 ACM Wrapper MFT
{1118F681-7218-4071-B478-90D898A7663A},CLSID FolderView General Property Page
{112BC2E7-9EF9-3648-AF9E-45C0D4B89929},CLSID System.TypeLoadException
{11581718-2434-32E3-B559-E86CE9923744},CLSID System.OperationCanceledException
{1163D0CA-2A02-37C1-BF3F-A9B9E9D49245},CLSID System.Runtime.Remoting.Proxies.ProxyAttribute
{116ABC1A-F7DB-45A7-ADDA-D5A57A08C6FF},CLSID Workspace Setup Input Page
{116F8D13-101E-4fa5-84D4-FF8279381935},CLSID CompoundCondition Class
{117F0AB6-1E61-4e31-B3BC-A9DB0AEB5049},CLSID VSTOInterop InteropAppDomainManager Object
{11893292-300F-4B17-9BC3-F8890877C7BA},CLSID FetchDataDocumentRequest Class
{1193372F-BF55-3503-9512-B6978BB03C8F},CLSID Microsoft.SqlServer.Management.Smo.PropertyNotSetException
{11993195-1244-4840-AB44-480975C4FFE4},CLSID CFileIo
{11d162b6-1cea-4b4a-8037-2518ecd6554b},CLSID CLSID_FTItemContainer
{11D5C91F-0A98-11D1-BB10-00C04FC9A3A3},CLSID Computer Management 1.0 Object
{11D9C23C-73CC-3E5F-B092-5B155FF2F54E},CLSID Microsoft.SqlServer.Replication.TransArticle
{11dbb47c-a525-400b-9e80-a54615a090c0},CLSID CLSID_ExecuteFolder
{11FA8071-7F13-4F13-9525-D91CB627843F},CLSID VSTO Assembly90
{1202DB60-1DAC-42C5-AED5-1ABDD432248E},CLSID Sync Center Client
{1206F5F1-0569-412C-8FEC-3204630DFB70},CLSID Credential Manager
{120CED89-3BF4-4173-A132-3CB406CF3231},CLSID DirectSoundParamEqDMO
{12367cf8-6222-4b34-8ca8-3ce703999e28},CLSID Share Command Execution
{12518493-00B2-11d2-9FA5-9E3420524153},CLSID Mounted Volume
{1277B60F-34D5-48D1-B7BB-59BCA9BC71A8},CLSID Microsoft MPEG-2 Multiplexer Encoder Property Page
{127B4EBB-5328-4F6A-8A3B-72CF9BDA5F77},CLSID Microsoft.AnalysisServices.Cube
{1299CF18-C4F5-4B6A-BB0F-2299F0398E27},CLSID PSFactoryBuffer
{129D7E40-C10D-11D0-AFB9-00AA00B67A42},CLSID DV Muxer
{12A5B9F0-7A1C-4FCB-8163-160A30F519B5},CLSID Notification Manager for VS7
{12a66224-5e8a-4679-8941-0b9b960bf5ea},CLSID VistaWUWebControl Class
{12BA069D-0FC6-4577-97C6-5DF634CE6E84},CLSID PSFactoryBuffer
{12CE94A0-DEFB-11D2-B31D-00600893A857},CLSID Chinese_Simplified Word Breaker Resources
{12D51199-0DB5-46FE-A120-47A3D7D937CC},CLSID DVD: Pluggable Protocol
{12D73610-A1C9-11D3-BC90-00C04F72DF9F},CLSID SpITNProcessor Class
{12DA6D0B-021F-4d79-8794-64145F503CA5},CLSID EAP Quarantine Enforcement Client Callback Component
{12DD4DBB-532B-4FCE-8653-74CDB9C8FE5A},CLSID AudioMixer Class
{12fc5e89-5446-4a7c-ba46-207a29e2945d},CLSID HomeGroup Confirm Page
{12FC7B92-100B-3F9C-BB4C-04691752115C},CLSID Microsoft.SqlServer.Management.Smo.BackupRestoreBase
{1300B184-D922-3ADF-A59B-824F12F7C2DF},CLSID Microsoft.AnalysisServices.UpdateMode
{135698D2-3A37-4d26-99DF-E2BB6AE3AC61},CLSID IVolumeClient3_PSFactory
{13639463-00DB-4646-803D-528026140D88},CLSID UpdateCollection Class
{13709620-C279-11CE-A49E-444553540000},CLSID Shell Automation Service
{1372A97E-2034-41ee-A6C1-1B68FAFA75A1},CLSID CLSID_ICommunityTransport
{13a4bbe8-6527-40cb-a996-1602829541ef},CLSID Frame Automation Object
{13AA3650-BB6F-11D0-AFB9-00AA00B67A42},CLSID DV Video Encoder
{13AFA3A3-5687-487c-93F2-63D5DA468F4E},CLSID SkinStatic Object
{13B37A2A-546B-47BF-BBCA-8AC97F1EBDCB},CLSID CMpeg2DataControl
{13D3C4B8-B179-4ebb-BF62-F704173E7448},CLSID CLSID_ContactReadingPane
{13DE4A42-8D21-4C8E-BF9C-8F69CB068FCA},CLSID E-Ink
{13F0D45A-064F-32E6-9D1A-FA45AC102FB0},CLSID Microsoft.SqlServer.Replication.MergeJoinFilter
{14010e02-bbbd-41f0-88e3-eda371216584},CLSID CLSID_SearchFolderItemFactory
{14074e0b-7216-4862-96e6-53cada442a56},CLSID Library Icon Extract Extension
{1409DAA6-23CE-4155-95DC-4CE0515A0FF6},CLSID TotallerNode Class
{1424C9C8-7BE7-4CF2-A5E5-9DF2570341D5},CLSID FetchConnectionTableDetailInfoRequest Class
{1438E821-B6D2-11D0-8D86-00C04FD6202B},CLSID CLSID_ApprenticeAcctMgr
{1443904b-34e4-40f6-b30f-6beb81267b80},CLSID cicero sapi layer speech ui server
{145B4335-FE2A-4927-A040-7C35AD3180EF},CLSID SSDP Provider Class
{146855FA-309F-3D0E-BB3E-DF525F30A715},CLSID System.Collections.Hashtable
{146A47AB-A2CF-3587-BB25-2B286D7566B4},CLSID System.Globalization.NumberFormatInfo
{14795a8f-78f3-47bd-acb6-e767414fe293},CLSID Shell Apply Properties Undo Unit
{14822709-B5A1-4724-98CA-57A101D1B079},CLSID VSWFCSFlavor Class
{14834D34-8CEE-459e-8520-2264EC46E099},CLSID SharedHWProperties Class
{148BD520-A2AB-11CE-B11F-00AA00530503},CLSID Scheduling Agent Task Object Class
{148BD52A-A2AB-11CE-B11F-00AA00530503},CLSID Scheduling Agent Service Class
{14910622-09D4-3B4A-8C1E-9991DBDCC553},CLSID System.Diagnostics.StackFrame
{14BC6A7C-8335-36E8-BF3A-69F896F01678},CLSID Microsoft.SqlServer.Replication.ReplicationView
{14BE6B21-C682-3A3A-8B24-FEE75B4FF8C5},CLSID System.Runtime.Remoting.Metadata.W3cXsd2001.SoapNmtokens
{14CAA2A7-202C-437C-AD96-EEB541230826},CLSID PacketCollection Class
{14ce31dc-abc2-484c-b061-cf3416aed8ff},CLSID Authentication UI Shutdown Choices
{14D4CBD9-7490-4F25-BAA6-1C5E22F6B1E3},CLSID PimcManager Class
{14d7a407-396b-44b3-be85-5199a0f0f80a},CLSID Media Foundation DShow Source Resolver
{14DD9A1C-7CFF-41be-B1B9-BA1AC6ECB571},CLSID MF AudCap Source Plug-in
{14E12A78-5BD7-41CD-815B-CC5826265866},CLSID Microsoft.AnalysisServices.Translation
{14F72955-EB8D-35EF-861E-4D68A1E9794F},CLSID Microsoft.SqlServer.Management.Smo.Endpoint
{1502693C-D97B-3DAF-B7F5-FBB752187028},CLSID Microsoft.SqlServer.Replication.DdlReplicationOptions
{1510FB87-5676-40B9-A227-5D0B66866F81},CLSID PSFactoryBuffer
{1531d583-8375-4d3f-b5fb-d23bbd169f22},CLSID Windows TXT Previewer
{1532553A-FE0F-4756-97A6-750D7595F647},CLSID Replication Schema Translation Component
{15756be1-a4ad-449c-b576-df3df0e068d3},CLSID Microsoft DocProp Hyperlink Control
{15D633E2-AD00-465b-9EC7-F56B7CDF8E27},CLSID Tablet PC Input Panel
{15D6504A-5494-499C-886C-973C9E53B9F1},CLSID BDA Tuning Model DVB Tune Request
{15eae92e-f17a-4431-9f28-805e482dafd4},CLSID Install New Programs
{15FD01A3-6E5D-4ECD-9EBD-1813CB3887A1},CLSID PSFactoryBuffer
{163BB0AB-79C3-31C9-B566-3DA573047A61},CLSID Microsoft.Office.Interop.Outlook.OlActionCopyLike
{1643E180-90F5-11CE-97D5-00AA0055595A},CLSID Color Space Converter
{164484A9-35D9-4FB7-9FAB-48273B96AA1D},CLSID RadialWipe
{1649b154-c794-497a-9b03-f3f0121302f3},CLSID PortableDeviceServiceFTM Class
{1649d1cf-deaf-4a68-abe8-5c9f68572fd1},CLSID ExecuteAssociation
{165D4642-1278-4486-A3FD-439F5888FCA3},CLSID Workspace Setup Message Page 2
{167c0a56-c490-4623-9225-8ffdc546e56c},CLSID Top view restore default command invocation
{1685D4AB-A51B-4af1-A4E5-CEE87002431D},CLSID CLSID_GrepProvider
{169A0691-8DF9-11d1-A1C4-00C04FD75D13},CLSID In-pane search
{16B280C5-EE70-11D1-9066-00C04FD9189D},CLSID Fade
{16B280C8-EE70-11D1-9066-00C04FD9189D},CLSID BasicImage
{16C2C29D-0E5F-45f3-A445-03E03F587B7D},CLSID .group shell context menu
{16C8CE5F-D358-439D-963F-A5AE3959D50B},CLSID ReportOptions Class
{16CA4E03-FE69-4705-BD41-5B7DFC0C95F3},CLSID PSFactoryBuffer
{16E7C275-B3E1-4DE9-9FA8-A8D101A8C938},CLSID Table Class
{170BECA5-23A1-3D90-83BA-29F1085F2C83},CLSID Microsoft.SqlServer.Management.Nmo.InstanceDatabaseFileGroup
